CP-KM-42118_HYR20200408(2)=2.4 ug_ISD=5 ng_45%_2,SAA2a (RS-),SAA1a (RS-),SAA2a (R-),SAA1g (R-),SAAU2 (R-),SAA1a (R-),SAA2a,SAA1a,bin3,bin10,bin24,bin54,bin55,bin61,UDF78,,ISD,MAD1,MAD2,Total_SAA,,,,,,,,,
,11385.1,11440.4,11474.5,11498.1,11512.3,11527.1,11629.7,11683.8,11424.8,11460.8,11549.7,11653.3,11668.5,11705.7,11722,,12360.2,5.9304,0.092095034,9.586500067,,,,,,,,,
,0.1,0.1,0.1,0.1,0.2,0.6,0.1,1,0.1,0.1,0.1,0.2,0.4,0.1,0.182024356,,759.1865715,,,,,,,,,,,,
CP-KM-42129_HYR20200408(2)=2.4 ug_ISD=5 ng_45%_1,SAA1g (R-),SAA1a (R-),SAA1g,SAA1a,,ISD,MAD1,MAD2,Total_SAA,,,,,,,,,,,,,,,,,,,,
,11499.4,11527.2,11656.6,11683.8,,12359.9,4.4478,0.011850799,0.131661828,,,,,,,,,,,,,,,,,,,,
,1,0.8,0.8,0.8,,819.8343833,,,,,,,,,,,,,,,,,,,,,,,
CP-KM-42129_HYR20200408(2)=2.4 ug_ISD=5 ng_45%_2,SAA1g (R-),SAA1a (R-),SAA1g,SAA1a,,ISD,MAD1,MAD2,Total_SAA,,,,,,,,,,,,,,,,,,,,
,11498.5,11527.1,11656.6,11683,,12359.9,4.4478,0.014455125,0.162833337,,,,,,,,,,,,,,,,,,,,
,1,0.8,0.8,0.8,,517.6409164,,,,,,,,,,,,,,,,,,,,,,,
CP-KM-42138_HYR20200408(2)=2.4 ug_ISD=5 ng_45%_1,SAA1g (R-),SAA1a (R-),SAA1g,SAA1a,bin51,bin55,,ISD,MAD1,MAD2,Total_SAA,,,,,,,,,,,,,,,,,,
,11498.5,11527.4,11655.9,11683.5,11640.2,11667.3,,12359.9,4.4478,0.007773532,0.157953621,,,,,,,,,,,,,,,,,,
,0.8,0.6,1,0.8,0.6,0.6,,1419.839702,,,,,,,,,,,,,,,,,,,,,
CP-KM-42138_HYR20200408(2)=2.4 ug_ISD=5 ng_45%_2,SAA1g (R-),SAA1a (R-),SAA2a,SAA1g,SAA1a,bin51,bin55,,ISD,MAD1,MAD2,Total_SAA,,,,,,,,,,,,,,,,,
,11499.3,11527.3,11628.3,11655.9,11683.5,11640.4,11668.1,,12359.9,4.4478,0.008713885,0.186016119,,,,,,,,,,,,,,,,,
,0.8,0.8,0.6,1,0.8,0.6,0.6,,1063.376121,,,,,,,,,,,,,,,,,,,,
CP-KM-42142_HYR20200408(2)=2.4 ug_ISD=5 ng_45%_1,SAA2a (R-),SAA1g (R-),SAAU2 (R-),SAA1a (R-),SAA2a,SAA1g,SAA1a,bin16,bin51,bin55,,ISD,MAD1,MAD2,Total_SAA,,,,,,,,,,,,,,
,11473.4,11499.2,11511.5,11527.3,11628.8,11655.1,11683.4,11483.7,11639.7,11668,,12360.1,4.4478,0.005289399,0.163381172,,,,,,,,,,,,,,
,0.6,0.8,0.6,0.8,0.6,1,0.8,0.6,0.6,0.6,,2655.583437,,,,,,,,,,,,,,,,,
CP-KM-42142_HYR20200408(2)=2.4 ug_ISD=5 ng_45%_2,SAA2a (R-),SAA1g (R-),SAA1a (R-),SAA2a,SAA1g,SAA1a,bin51,bin55,,ISD,MAD1,MAD2,Total_SAA,,,,,,,,,,,,,,,,
,11472.3,11499.5,11526.9,11628.5,11655.1,11684,11640,11669.7,,12360.1,4.4478,0.005833191,0.144933525,,,,,,,,,,,,,,,,
,0.6,0.8,0.8,0.6,1,0.8,0.6,0.6,,1976.952344,,,,,,,,,,,,,,,,,,,
